w318	t56118	1
w5356	t25932	1
w4243	t42021	1
w4587	t69310	1
w2119	t16243	0
w2821	t70448	1
w3021	t18518	1
w527	t7733	1
w5278	t16809	1
w7114	t10982	1
w6599	t90023	1
w6853	t38423	1
w18	t48700	0
w5526	t50611	1
w296	t18545	1
w1651	t64741	0
w2901	t30448	1
w5286	t17097	0
w5328	t51615	1
w2676	t88450	0
w4740	t51501	1
w4332	t19864	1
w599	t92018	0
w5356	t72142	1
w4831	t58784	0
w1542	t36198	0
w559	t86940	0
w6277	t28406	1
w5218	t19028	0
w1938	t83014	0
w3	t47487	1
w4386	t27693	0
w6309	t68255	1
w5407	t11870	0
w5683	t48858	0
w2775	t80742	1
w661	t87463	1
w1357	t38000	1
w5098	t46851	0
w406	t42476	1
w5822	t21985	1
w1631	t11193	1
w1401	t73090	1
w5452	t94876	1
w7007	t72642	1
w5499	t13630	1
w634	t17945	0
w6242	t68015	0
w1098	t48691	1
w6785	t34125	0
w1659	t32695	0
w5312	t65010	1
w3821	t61016	1
w2376	t28366	1
w1499	t14534	0
w716	t51038	0
w3382	t22554	0
w542	t47464	1
w4924	t95564	0
w4912	t43113	0
w2079	t89378	0
w315	t13445	1
w6883	t18704	1
w4924	t40496	1
w2676	t27068	0
w6109	t67945	0
w3675	t49724	1
w4689	t67780	1
w4298	t97169	1
w5467	t80923	1
w1638	t31542	0
w6954	t48510	0
w6407	t63745	0
w374	t14139	1
w3889	t34815	0
w5524	t34512	1
w233	t37376	0
w6469	t39471	0
w7028	t76019	0
w730	t85227	0
w6383	t32094	1
w4408	t77615	0
w596	t31355	0
w5259	t14281	0
w6973	t44546	1
w2060	t59330	1
w6090	t39215	1
w2036	t57550	0
w1515	t96936	0
w3468	t39921	0
w5115	t39658	0
w2909	t79727	1
w3683	t91895	1
w2701	t19669	0
w5125	t37674	0
w4216	t72422	1
w2364	t26074	0
w356	t36694	0
w4301	t31800	1
w6586	t49306	1
w3001	t66362	0
w6063	t33344	0
w1094	t26732	1
w2045	t39941	0
w4296	t4862	1
w3353	t94814	0
w957	t4098	1
w4542	t52176	1
w3004	t54420	1
w6412	t4234	1
w4590	t323	0
w5054	t35874	1
w1384	t70452	1
w2536	t62870	1
w1752	t67869	1
w7037	t63440	0
w6596	t36334	0
w6271	t93260	1
w264	t28917	1
w3133	t80572	1
w2528	t36418	1
w5594	t10587	1
w6469	t43742	0
w1193	t26485	1
w711	t144	0
w1282	t97957	0
w200	t30941	1
w6994	t15463	1
w4211	t1103	1
w4795	t64569	0
w6324	t46596	0
w1757	t12669	1
w6532	t33080	0
w2668	t54179	0
w3629	t87988	0
w6391	t71217	0
w1862	t34317	1
w5110	t59488	0
w337	t86103	0
w4262	t24764	1
w3009	t35099	1
w1528	t80800	0
w5409	t78878	1
w2687	t94493	0
w6032	t50981	1
w1321	t10539	1
w634	t56740	0
w1248	t92570	0
w6692	t77186	0
w476	t80748	1
w7038	t96675	0
w4529	t83482	1
w820	t45138	1
w4278	t6499	1
w6522	t22009	0
w3086	t52121	0
w3543	t15263	0
w175	t93413	1
w2092	t60524	1
w6377	t65633	1
w2824	t54405	0
w7046	t10553	1
w994	t35041	1
w6114	t22945	1
w3531	t29653	0
w5963	t57663	0
w2226	t82731	1
w1061	t8496	1
w334	t95587	1
w1245	t58683	0
w3510	t6036	1
w4670	t89315	0
w4169	t14666	0
w3185	t45934	0
w1887	t9826	0
w6885	t17008	1
w5528	t82552	1
w393	t82286	0
w6574	t72787	0
w5511	t33397	0
w5328	t67303	0
w365	t97391	1
w5172	t42415	1
w6988	t82256	1
w6987	t93503	1
w5644	t36425	0
w6059	t38546	1
w5476	t5704	0
w235	t38252	1
w4983	t16389	0
w3559	t88786	0
w5952	t61309	0
w4484	t75807	0
w6691	t99062	0
w4254	t20915	1
w2548	t27469	1
w5207	t78735	0
w3980	t9113	1
w3841	t51412	0
w3924	t8619	1
w296	t75791	0
w2285	t18342	1
w3806	t76188	1
w2435	t11185	1
w6425	t52470	1
w294	t38640	0
w898	t95422	1
w156	t48920	1
w4981	t32627	0
w342	t13003	0
w3806	t95384	1
w4686	t63021	0
w3495	t8582	1
w3886	t24846	1
w4916	t58800	1
w2409	t13491	0
w2505	t74205	0
w3329	t86101	1
w6921	t22632	0
w5262	t33800	1
w967	t1295	0
w54	t33132	1
w1502	t52845	0
w4431	t85319	1
w4895	t23111	1
w554	t70254	0
w2398	t19431	0
w5355	t29213	0
w2381	t20403	0
w235	t76076	0
w6939	t21587	1
w4483	t30555	1
w1579	t27129	1
w3622	t57662	1
w5030	t61124	1
w3619	t78038	0
w5473	t11813	1
w6336	t68047	0
w4438	t5578	1
w615	t76216	0
w6272	t54411	1
w5644	t21543	1
w3518	t78809	1
w7066	t57120	0
w3134	t48990	1
w2454	t6481	1
w4604	t69130	0
w5851	t54712	0
w4211	t45190	0
w5938	t51416	1
w247	t27298	0
w4385	t78927	0
w4066	t79486	1
w6581	t2338	1
w6015	t27898	0
w6405	t75824	1
w1559	t29959	1
w6430	t82758	1
w7072	t75913	1
w3024	t80223	0
w5823	t4178	1
w3585	t52685	0
w1879	t56132	1
w5100	t34142	0
w2869	t85508	0
w2583	t8091	1
w4005	t92106	0
w4185	t85425	1
w1462	t69073	0
w6435	t51338	1
w967	t91982	1
w6383	t23124	1
w6554	t70036	1
w6919	t61993	0
w264	t70434	0
w6059	t75878	0
w4719	t44828	1
w4179	t98533	0
w6207	t60447	1
w4422	t2323	0
w573	t19811	1
w3032	t50599	1
w3429	t55462	1
w2298	t12429	0
w872	t28205	1
w2939	t17205	1
w3980	t87436	0
w2547	t76688	0
w6224	t20089	0
w5922	t74719	1
w1394	t51526	1
w2415	t43441	1
w4335	t14567	1
w1559	t46650	1
w5764	t27031	0
w2926	t79687	0
w4334	t75747	0
w1651	t2706	1
w6054	t74293	1
w3763	t33818	1
w2926	t74791	1
w311	t35440	1
w2414	t48584	1
w5395	t13756	0
w5682	t83487	1
w5847	t53076	1
w4675	t10259	0
w5928	t67005	0
w2487	t49110	0
w5510	t16347	1
w1068	t90566	0
w962	t67577	0
w928	t11021	1
w4233	t61548	0
w6912	t86196	0
w252	t54923	1
w2741	t23099	1
w4178	t76240	1
w553	t18879	1
w1227	t27356	1
w4549	t98241	0
w3994	t68157	0
w5217	t25803	1
w3616	t65075	1
w180	t49341	0
w5803	t46045	1
w1962	t79223	1
w257	t59066	1
w2584	t13068	0
w1794	t14983	1
w4326	t91338	1
w5784	t53118	0
w2781	t47566	0
w6704	t20331	0
w7102	t25641	1
w3497	t90817	1
w5878	t8387	0
w4644	t77375	1
w3204	t84512	1
w248	t56759	1
w1100	t94933	1
w6491	t3732	1
w2746	t82336	0
w3283	t39389	0
w3630	t44223	0
w5289	t30727	1
w479	t30040	1
w400	t82859	0
w715	t81952	1
w2995	t12451	1
w3228	t3193	1
w2962	t82266	0
w4437	t84125	0
w6249	t32701	1
w482	t3417	0
w2175	t79492	1
w2504	t45708	1
w2572	t94029	1
w164	t84188	1
w2854	t86779	1
w1950	t90097	1
w12	t51484	0
w127	t78508	1
w6089	t65533	0
w2610	t36231	0
w505	t52837	1
w4179	t56918	0
w2922	t97073	0
w300	t7125	1
w6493	t24441	1
w3105	t61837	0
w2569	t94243	1
w4601	t58111	1
w4786	t71491	1
w1473	t34918	1
w6712	t35309	1
w5255	t26386	1
w2974	t91535	1
w783	t87457	1
w1127	t33555	1
w2689	t18914	0
w1297	t58210	1
w1443	t32867	1
w3570	t31044	1
w4678	t34933	1
w3637	t62525	1
w2090	t52821	1
w462	t32004	1
w235	t9694	0
w2317	t26055	0
w787	t47434	1
w3286	t44667	1
w491	t32618	0
w5838	t31903	1
w2397	t24500	0
w3064	t15968	0
w5938	t57457	0
w1573	t53535	0
w989	t29398	1
w4919	t88006	0
w5477	t79104	0
w3570	t23732	0
w354	t72716	1
w2347	t48574	0
w2734	t87891	1
w4841	t1837	1
w709	t85698	1
w384	t47597	1
w4486	t40654	1
w5407	t41583	0
w6692	t50419	0
w4349	t49837	0
w2613	t58622	1
w309	t19887	0
w5792	t87407	1
w77	t80938	0
w6326	t85994	1
w5687	t96427	1
w3788	t74355	1
w3331	t17608	1
w5159	t55919	1
w6362	t96901	1
w1639	t25846	0
w4255	t23064	1
w3716	t81240	0
w2790	t67314	0
w1090	t75327	0
w22	t44414	1
w6858	t18708	0
w1164	t53264	0
w4592	t85542	1
w6299	t1970	1
w3147	t26567	1
w1709	t57892	1
w5916	t81405	0
w2111	t24859	0
w13	t53800	0
w2528	t157	1
w2118	t90836	0
w563	t98250	1
w5477	t55811	0
w3714	t19	1
w6535	t16694	0
w6549	t82609	1
w4366	t51303	0
w4373	t81833	0
w2694	t2379	0
w4599	t92120	1
w6738	t56289	1
w2326	t60305	1
w2952	t61115	1
w1641	t88197	0
w3344	t40435	1
w452	t25022	1
w372	t14854	1
w79	t93347	1
w847	t95171	0
w5531	t62886	1
w3204	t50087	1
w1682	t58130	0
w4818	t66187	0
w1378	t21364	0
w4997	t45717	0
w6280	t69210	0
w1506	t55844	1
w3740	t65222	0
w3440	t55538	0
w1274	t22596	1
w828	t15625	1
w2351	t69018	0
w4271	t42819	0
w1581	t47720	0
w661	t25548	0
w5558	t87433	1
w6496	t12363	1
w2683	t87946	0
w429	t82138	1
w3823	t60486	1
w4018	t21763	1
w878	t98627	0
w1090	t76841	1
w4388	t86246	1
w1332	t94912	0
w1243	t462	0
w3585	t86633	1
w5034	t281	1
w310	t3346	1
w6939	t9833	0
w2575	t32126	1
w6425	t60127	1
w1703	t90093	0
w3922	t75939	0
w4896	t76864	0
w2071	t57676	0
w5594	t62410	0
w1593	t90966	0
w6581	t22502	0
w1469	t73256	1
w2391	t55332	0
w5657	t65628	1
w6692	t81607	0
w5328	t14904	1
w1929	t17135	0
w5100	t73826	0
w1150	t94842	1
w5514	t50773	0
w1437	t90298	1
w4361	t14697	0
w2305	t2867	1
w1812	t28109	1
w591	t16225	1
w6309	t17445	0
w6976	t30988	0
w3959	t2034	0
w2550	t21272	1
w5895	t28060	0
w6939	t75517	1
w1094	t35184	1
w2852	t88219	0
w2272	t88216	1
w6097	t23346	1
w7000	t43373	1
w5460	t60089	0
w6517	t80569	1
w488	t29912	0
w1573	t59051	1
w780	t67193	0
w1593	t73938	0
w3360	t71136	1
w5300	t65726	1
w7117	t75497	0
w4949	t41805	0
w4277	t61860	0
w5400	t67400	1
w4122	t38774	1
w4345	t55886	1
w1892	t64933	0
w6760	t94821	1
w3442	t14872	1
w4262	t53985	0
w3914	t46136	1
w1282	t32499	1
w6493	t14391	0
w1446	t77342	1
w5650	t82520	1
w2286	t50976	1
w1784	t58434	0
w6462	t33470	1
w3708	t86678	0
w840	t51210	1
w6367	t76637	1
w4742	t40812	1
w3375	t28936	0
w1249	t68296	1
w5908	t34858	0
w3360	t60118	1
w2600	t78896	0
w6523	t72758	1
w1130	t46908	1
w6906	t71310	1
w4561	t51031	0
w5227	t12215	0
w6907	t5146	0
w824	t44761	1
w1779	t36032	1
w6216	t48196	1
w2940	t32147	1
w1156	t22173	1
w4185	t67367	1
w6953	t52750	1
w4483	t16279	1
w309	t54341	0
w7089	t39713	1
w2953	t76092	1
w4555	t12457	1
w5115	t78268	0
w5705	t10804	1
w662	t69699	1
w2928	t4650	1
w68	t95968	0
w3085	t49028	1
w5727	t29965	1
w7076	t35569	1
w1179	t10608	0
w4733	t7978	1
w5862	t23142	1
w4407	t48289	1
w4006	t95508	1
w3144	t61089	0
w2925	t93817	1
w1332	t30165	0
w139	t76368	1
w1268	t46551	1
w2813	t81312	1
w3151	t38494	1
w1749	t45415	1
w711	t94875	0
w2045	t80622	0
w5511	t42078	0
w3414	t4385	0
w1942	t22182	1
w6668	t21796	1
w3125	t31508	0
w565	t30189	1
w2964	t96819	1
w1870	t90072	0
w7091	t69981	1
w5873	t96603	0
w5963	t84056	0
w5689	t39915	1
w4319	t41786	0
w2676	t63667	0
w1314	t89079	0
w1652	t15589	1
w6433	t94808	1
w1766	t41818	1
w1481	t51568	1
w2538	t28655	1
w593	t28676	0
w878	t51706	0
w2975	t101	1
w1620	t46424	0
w89	t28434	1
w2778	t8079	0
w2944	t91427	1
w453	t95474	1
w264	t85260	0
w3155	t75077	0
w1675	t1864	0
w2603	t60057	1
w3755	t33833	1
w5218	t62801	0
w5136	t36472	1
w3772	t64945	1
w4319	t86971	1
w472	t55442	1
w4970	t45805	0
w2364	t36051	1
w3512	t42735	1
w4659	t85814	1
w262	t86202	1
w3103	t84110	0
w2062	t4246	0
w5271	t15515	0
w5481	t4917	1
w2528	t24132	0
w2057	t97110	0
w3126	t47446	1
w4397	t46331	0
w2693	t64224	1
w257	t95642	1
w1620	t42926	1
w274	t86091	1
w3946	t45241	1
w204	t20511	1
w6901	t86132	1
w2954	t84127	1
w695	t45886	1
w5130	t36684	1
w3872	t74068	1
w4852	t95196	1
w4373	t4263	0
w248	t55445	0
w5469	t39906	0
w6917	t57621	0
w2299	t91485	1
w1790	t34473	0
w5531	t28357	1
w3823	t68095	0
w1822	t13254	0
w2722	t25901	1
w4562	t793	0
w1210	t85293	1
w6564	t87127	0
w3163	t26000	1
w5064	t44399	1
w6835	t57564	0
w5241	t45581	1
w6339	t14081	1
w1823	t44869	0
w5077	t81972	0
w2953	t1511	1
w1931	t13077	0
w3278	t72292	0
w1242	t61599	0
w1444	t94020	1
w5877	t45445	1
w5054	t51338	1
w117	t51957	1
w4900	t17426	0
w3716	t56430	0
w6939	t12292	0
w2378	t22991	1
w1837	t91050	1
w6698	t9291	1
w3218	t9964	1
w3075	t96198	0
w1436	t8044	1
w3001	t84297	1
w2576	t63211	1
w2184	t52298	1
w7071	t65124	0
w6368	t54264	0
w1568	t83070	1
w5388	t71227	1
w5050	t54542	1
w4719	t77152	1
w6599	t17437	1
w2473	t57155	1
w1130	t76595	1
w4838	t81236	1
w2053	t49295	0
w302	t61754	1
w4121	t66441	1
w1851	t71552	0
w6231	t29962	1
w4996	t28439	0
w1692	t63289	1
w3514	t63162	1
w5055	t74683	1
w1398	t83288	1
w1846	t92196	1
w4571	t1941	1
w191	t74432	1
w3032	t76606	0
w4969	t68008	1
w6538	t47449	1
w6698	t81074	0
w3283	t76142	1
w4097	t13983	1
w878	t71783	0
w6381	t9347	1
w3379	t81867	1
w6581	t88272	1
w4670	t65448	0
w871	t82704	0
w4300	t93010	1
w1834	t4800	1
w3580	t69046	0
w582	t277	1
w2382	t67677	1
w6939	t64422	1
w6606	t70418	1
w5724	t76170	1
w2939	t41462	0
w1757	t53136	1
w475	t20923	1
w1133	t74921	1
w4125	t19597	0
w5454	t41644	1
w891	t41455	1
w562	t24067	0
w3105	t40740	1
w1210	t98803	0
w1916	t94511	0
w918	t84294	1
w1421	t75612	1
w3591	t6035	1
w1638	t83992	0
w6173	t37144	1
w6194	t75443	0
w6416	t71491	0
w1384	t12717	1
w872	t29760	1
w4375	t78223	1
w4843	t67361	0
w515	t36759	1
w921	t71948	0
w6480	t6245	1
w6033	t2933	0
w3916	t73364	0
w6669	t51070	1
w5784	t40238	0
w3821	t68497	1
w5050	t24647	1
w3614	t56631	0
w2052	t37852	0
w6493	t47776	1
w4016	t27355	1
w5539	t29079	0
w3470	t68758	1
w5050	t68892	1
w830	t81668	1
w5226	t90345	1
w1904	t1204	0
w208	t72824	0
w2995	t950	1
w1646	t95777	1
w4668	t96667	1
w6112	t31592	1
w4288	t49757	0
w326	t9082	0
w242	t80035	1
w6948	t35295	1
w1295	t40614	1
w3449	t78070	1
w4685	t84264	0
w2225	t36178	0
w1282	t13023	1
w6871	t20151	1
w4426	t72571	0
w385	t77910	1
w5311	t8113	0
w883	t53216	0
w1106	t15304	0
w2775	t55677	1
w4486	t70806	0
w365	t15854	1
w4114	t8670	1
w5822	t61534	0
w2678	t87745	1
w5951	t91107	0
w4966	t75323	1
w5024	t2663	0
w3394	t43377	1
w2067	t92075	0
w6245	t51847	1
w6655	t27700	0
w6341	t29211	1
w4829	t42387	1
w5521	t73965	1
w3784	t73896	0
w2531	t97899	0
w6912	t23298	1
w2552	t96404	0
w878	t27475	1
w5878	t25449	0
w3104	t57899	1
w2796	t21872	1
w814	t70275	0
w6405	t56595	0
w3472	t66835	0
w5328	t91889	0
w3501	t65740	1
w4316	t90585	1
w4613	t95332	1
w276	t19298	0
w3004	t94394	1
w778	t60821	0
w5095	t74055	1
w1801	t28277	1
w1123	t44739	1
w1674	t84246	1
w3889	t44969	1
w2424	t64160	1
w5151	t97412	1
w5074	t48085	0
w72	t683	1
w6149	t69935	1
w5527	t66280	0
w7009	t44675	0
w2792	t17085	0
w3702	t23917	0
w711	t86472	1
w1063	t28842	0
w264	t18201	0
w1469	t93552	1
w810	t11167	1
w6527	t63328	0
w4565	t5567	0
w6111	t36717	0
w1002	t94627	0
w3024	t96137	1
w5636	t66754	0
w4135	t92148	1
w4717	t18864	0
w5898	t73544	0
w2767	t45328	1
w4329	t45773	0
w6480	t40682	1
w1066	t29747	0
w7	t88392	0
w4511	t70119	0
w4007	t23652	0
w1526	t3409	1
w4407	t81198	1
w2779	t16125	1
w5448	t20311	1
w3514	t71589	1
w830	t90431	1
w1443	t26327	0
w6349	t43280	1
w4539	t51235	0
w6554	t59378	0
w6912	t5802	1
w3197	t45718	0
w4158	t35975	1
w1812	t28247	1
w539	t60463	0
w4245	t24266	0
w5898	t32774	1
w7015	t20852	1
w4336	t41719	1
w6312	t14526	1
w396	t96349	0
w5139	t16222	1
w1087	t26597	1
w3185	t6291	1
w7058	t88863	0
w4150	t94493	0
w1221	t62928	0
w367	t14896	0
w4245	t97420	0
w2626	t45555	1
w3716	t24111	1
w1494	t73241	0
w4972	t73594	1
w266	t75058	0
w4660	t84996	1
w3852	t65271	0
w3622	t75055	1
w7015	t28202	1
w5465	t88393	0
w2415	t51692	1
w2371	t82233	1
w3438	t82407	1
w3443	t95537	1
w7019	t51797	0
w1139	t78176	1
w6974	t92790	0
w1572	t88963	0
w5727	t27419	0
w6659	t46016	1
w1976	t26552	1
w5252	t3611	1
w6141	t41823	1
w2798	t93642	0
w2281	t24175	1
w2223	t69934	0
w3209	t90479	0
w3946	t36564	0
w1117	t28201	0
w112	t52898	0
w2164	t92272	0
w561	t22485	1
w3565	t46126	1
w7135	t57398	1
w7011	t30537	1
w6686	t23035	1
w6676	t68129	1
w5050	t47251	1
w3823	t59471	1
w2926	t27457	0
w6215	t25479	0
w1606	t60429	0
w509	t17386	0
w2671	t63705	1
w638	t87804	1
w4112	t53099	1
w840	t46590	1
w630	t9944	1
w1434	t55921	0
w2017	t77746	0
w1533	t30162	1
w2435	t49098	1
w4514	t64990	1
w6702	t36505	1
w692	t12732	0
w711	t95672	0
w5342	t68770	1
w6555	t33613	0
w5360	t75669	1
w2574	t68215	1
w2013	t26572	1
w4204	t17088	1
w2676	t29408	1
w2834	t90534	1
w4552	t90011	1
w2364	t65434	1
w2980	t69915	1
w4978	t84670	0
w2754	t65100	0
w2067	t8909	0
w3282	t74788	1
w5529	t9512	1
w2529	t69662	1
w2159	t23512	0
w2574	t19956	1
w4489	t20065	1
w4625	t44154	1
w4928	t11364	0
w526	t36023	1
w6954	t28133	1
w7040	t58495	1
w1764	t26466	1
w5646	t69466	1
w5799	t53336	0
w3027	t82308	0
w5707	t37751	0
w6063	t64525	0
w455	t21918	0
w713	t84223	0
w136	t3633	1
w2039	t82589	0
w2894	t30775	0
w6851	t38623	0
w2676	t50714	0
w819	t4816	1
w4393	t24736	0
w1721	t47400	0
w6702	t59712	0
w3112	t32362	0
w6564	t35339	1
w6106	t94595	1
w1352	t8654	0
w6591	t85243	1
w630	t63896	1
w4714	t21143	0
w4530	t42448	1
w6518	t96793	1
w6218	t9097	1
w6060	t39679	0
w6152	t67858	1
w661	t81070	1
w1827	t21524	1
w3293	t61311	1
w3897	t32563	1
w5979	t45939	1
w2226	t31445	1
w6571	t25148	0
w3916	t9035	1
w3205	t93832	1
w3172	t65028	1
w2536	t61036	0
w3019	t11398	1
w5417	t39640	1
w1620	t51702	0
w3746	t16996	1
w7000	t35975	1
w6761	t54860	0
w3993	t57016	1
w3808	t84242	0
w6339	t97025	1
w1942	t21306	1
w3969	t86610	1
w6469	t77716	0
w5165	t85248	1
w6636	t96806	0
w7135	t36991	1
w406	t36476	1
w1408	t14788	0
w510	t61261	0
w2565	t99174	1
w2193	t53449	1
w3326	t79066	0
w6293	t36689	0
w3408	t54273	0
